,Account ID,Full Account ID,Full User ID,Owner AMA / AUM,Connect 2021 from Opty,Connect 2021,Connect 2020 from Opty,Connect 2020,Connect 2019,Account Currency,JUNO Account ID,Kaseya Market Segment,Auto Renewal Op Out,# of Closed Won Opportunities,Account Record Type,Type,Last Activity,Last Modified Date,"Owner Type (1 IS AMA, 0 IS NOT) ",Row Labels,Min of Effective_Start_Date__c,Max of Effective_End_Date__c,Max of Effective_Start_Date__c,Current State,1 -> Renewable 0 -> Evergreen,Duration
1697,0013a00001ZzQEu,0013a00001ZzQEuAAN,0054w00000AQzJcAAL,AUM,0,0,0,0,0,USD,2818.0,MSP,0,2,End User,Customer,1/19/2022,2/10/2022,0,0013a00001ZzQEuAAN,1/13/2017,,1/13/2017,Evergreen,0,1854
1698,0013a00001ZzQEv,0013a00001ZzQEvAAN,0053a00000PATyDAAX,AUM,0,0,0,0,0,USD,1211.0,MSP,0,0,End User,Customer,1/19/2022,2/10/2022,0,0013a00001ZzQEvAAN,6/2/2016,,6/2/2016,Evergreen,0,2079
1699,0013a00001ZzQEw,0013a00001ZzQEwAAN,0054w00000AR2pRAAT,AUM,0,0,0,0,0,USD,8193.0,MSP,0,2,End User,Customer,1/19/2022,2/10/2022,0,0013a00001ZzQEwAAN,1/17/2020,3/17/2024,3/18/2021,Renewable,1,1521
1700,0013a00001ZzQFB,0013a00001ZzQFBAA3,0054w00000AWVg4AAH,AUM,0,0,0,0,0,USD,1403.0,MSP,0,1,End User,Customer,2/9/2022,2/10/2022,0,0013a00001ZzQFBAA3,4/15/2016,,4/15/2016,Evergreen,0,2127
1701,0013a00001ZzQFE,0013a00001ZzQFEAA3,0053a00000PeLNEAA3,AUM,0,0,0,0,0,USD,5571.0,MSP,0,2,End User,Customer,1/19/2022,2/10/2022,0,0013a00001ZzQFEAA3,9/19/2018,,9/19/2018,Evergreen,0,1240
1702,0013a00001ZzQFJ,0013a00001ZzQFJAA3,0054w00000AWfoNAAT,AUM,0,0,0,0,0,USD,6278.0,MSP,0,1,End User,Customer,1/19/2022,2/10/2022,0,0013a00001ZzQFJAA3,11/30/2018,,11/30/2018,Evergreen,0,1168
1703,0013a00001ZzQFQ,0013a00001ZzQFQAA3,0054w00000AWViUAAX,AUM,0,0,0,0,0,USD,2837.0,MSP,0,1,End User,Customer,1/21/2022,2/10/2022,0,0013a00001ZzQFQAA3,1/18/2017,12/15/2022,12/16/2019,Renewable,1,2157
1704,0013a00001ZzQFT,0013a00001ZzQFTAA3,0054w00000AWKXpAAP,AUM,0,0,0,0,0,USD,4672.0,MSP,0,15,End User,Customer,1/19/2022,2/10/2022,0,0013a00001ZzQFTAA3,2/5/2018,4/30/2023,3/5/2022,Renewable,1,1910
1705,0013a00001ZzQFV,0013a00001ZzQFVAA3,0054w00000AWYcPAAX,AUM,0,0,0,0,0,USD,7476.0,MSP,0,1,End User,Customer,2/9/2022,2/10/2022,0,0013a00001ZzQFVAA3,8/20/2019,8/20/2022,8/20/2019,Renewable,1,1096
1706,0013a00001ZzQFo,0013a00001ZzQFoAAN,0053a00000OnYJTAA3,AUM,0,0,0,0,0,EUR,2511390000000000.0,MSP,0,1,End User,Customer,1/26/2022,2/10/2022,0,0013a00001ZzQFoAAN,12/31/2021,6/29/2025,6/30/2022,Renewable,1,1276
1707,0013a00001ZzQFy,0013a00001ZzQFyAAN,0054w00000AWTxXAAX,AUM,0,0,0,0,0,USD,4654.0,MSP,0,0,End User,Customer,2/10/2022,2/10/2022,0,0013a00001ZzQFyAAN,1/31/2018,,1/31/2018,Evergreen,0,1471
1708,0013a00001ZzQG0,0013a00001ZzQG0AAN,0054w00000AR2rrAAD,AUM,0,0,0,0,0,GBP,456220000000000.0,MSP,0,3,End User,Customer,2/4/2022,2/10/2022,0,0013a00001ZzQG0AAN,2/5/2018,4/4/2022,4/5/2021,Renewable,1,1519
1709,0013a00001ZzQG2,0013a00001ZzQG2AAN,0053a00000PejmSAAR,AUM,0,0,0,0,0,USD,8697.0,MSP,0,2,Reseller,Customer,1/19/2022,2/10/2022,0,0013a00001ZzQG2AAN,6/29/2020,6/28/2024,6/29/2021,Renewable,1,1460
1710,0013a00001ZzQG3,0013a00001ZzQG3AAN,0053a00000OnYJTAA3,AUM,0,0,0,0,0,EUR,2928.0,MSP,0,5,End User,Customer,2/2/2022,2/9/2022,0,0013a00001ZzQG3AAN,1/31/2017,,1/31/2017,Evergreen,0,1836
1711,0013a00001ZzQGC,0013a00001ZzQGCAA3,0054w00000AWKwaAAH,AUM,0,0,0,0,0,NZD,2822.0,MSP,0,0,End User,Customer,2/1/2022,2/10/2022,0,0013a00001ZzQGCAA3,1/24/2017,,1/24/2017,Evergreen,0,1843
1712,0013a00001ZzQGM,0013a00001ZzQGMAA3,005j000000C0Vd6AAF,AUM,0,0,0,0,0,AUD,4226.0,MSP,0,1,End User,Customer,7/8/2020,8/19/2021,0,0013a00001ZzQGMAA3,10/30/2017,10/24/2019,10/30/2017,Evergreen,0,724
1713,0013a00001ZzQGT,0013a00001ZzQGTAA3,0054w00000AWWzqAAH,AUM,0,0,0,0,0,USD,4371.0,MSP,0,1,End User,Customer,2/10/2022,2/10/2022,0,0013a00001ZzQGTAA3,12/1/2017,,12/1/2017,Evergreen,0,1532
1714,0013a00001ZzQGZ,0013a00001ZzQGZAA3,0053a00000K45ZlAAJ,,0,0,0,0,0,EUR,1270010000000000.0,MSP,0,3,End User,Customer,12/10/2021,2/9/2022,0,0013a00001ZzQGZAA3,9/3/2019,11/1/2023,11/2/2020,Renewable,1,1520
1715,0013a00001ZzQGa,0013a00001ZzQGaAAN,0054w00000AWOcAAAX,AUM,0,0,0,0,0,USD,1612.0,MSP,0,2,End User,Customer,2/7/2022,2/10/2022,0,0013a00001ZzQGaAAN,6/3/2016,,6/3/2016,Evergreen,0,2078
1716,0013a00001ZzQH7,0013a00001ZzQH7AAN,0053a00000P8PtjAAF,AMA,0,0,0,0,0,USD,2353660000000000.0,MSP,0,4,End User,Customer,2/2/2022,2/10/2022,1,0013a00001ZzQH7AAN,9/30/2021,9/29/2024,9/30/2021,Renewable,1,1095
1717,0013a00001ZzQH8,0013a00001ZzQH8AAN,0054w00000AWSEvAAP,AUM,0,0,0,0,0,USD,7103.0,MSP,0,5,End User,Customer,2/3/2022,2/9/2022,0,0013a00001ZzQH8AAN,5/22/2019,8/5/2021,8/6/2021,Renewable,1,806
1718,0013a00001ZzQHF,0013a00001ZzQHFAA3,0054w00000AWUTxAAP,AUM,0,0,0,0,0,USD,6334.0,MSP,0,3,End User,Customer,2/10/2022,11/29/2021,0,0013a00001ZzQHFAA3,12/12/2018,12/12/2023,12/13/2020,Renewable,1,1826
1719,0013a00001ZzQHG,0013a00001ZzQHGAA3,0054w00000AWSE2AAP,AUM,0,0,0,0,0,USD,6303.0,MSP,0,3,End User,Customer,1/19/2022,2/10/2022,0,0013a00001ZzQHGAA3,12/4/2018,12/3/2023,12/4/2020,Renewable,1,1825
1720,0013a00001ZzQHH,0013a00001ZzQHHAA3,0054w00000AWKY4AAP,AUM,0,0,0,0,0,USD,6305.0,MSP,1,7,End User,Customer,2/3/2022,2/10/2022,0,0013a00001ZzQHHAA3,12/4/2018,11/2/2022,12/13/2019,Renewable,1,1429
1721,0013a00001ZzQHV,0013a00001ZzQHVAA3,0054w00000AWOcAAAX,AUM,0,0,0,0,0,USD,4234.0,MSP,0,2,End User,Customer,2/8/2022,2/10/2022,0,0013a00001ZzQHVAA3,7/29/2020,7/28/2023,7/29/2020,Renewable,1,1094
1722,0013a00001ZzQHp,0013a00001ZzQHpAAN,0053a00000PejmSAAR,AUM,0,0,0,0,0,USD,9013.0,MSP,0,7,End User,Customer,2/9/2022,2/10/2022,0,0013a00001ZzQHpAAN,6/30/2020,8/30/2023,6/30/2020,Renewable,1,1156
1723,0013a00001ZzQHq,0013a00001ZzQHqAAN,005j000000C0Vd6AAF,AUM,0,0,0,0,0,USD,6442.0,MSP,1,1,End User,Customer,10/13/2021,8/20/2021,0,0013a00001ZzQHqAAN,1/23/2019,1/23/2020,1/23/2019,Renewable,1,365
1724,0013a00001ZzQHs,0013a00001ZzQHsAAN,0054w00000AR30tAAD,AUM,0,0,0,0,0,USD,6336.0,MSP,0,3,End User,Customer,1/27/2022,2/10/2022,0,0013a00001ZzQHsAAN,12/13/2018,12/12/2023,12/13/2020,Renewable,1,1825
1725,0013a00001ZzQHw,0013a00001ZzQHwAAN,0053a00000Q8TwqAAF,AUM,0,0,0,0,0,USD,10596.0,MSP,0,1,End User,Customer,1/20/2022,2/10/2022,0,0013a00001ZzQHwAAN,3/22/2021,3/21/2024,3/22/2021,Renewable,1,1095
1726,0013a00001ZzQI6,0013a00001ZzQI6AAN,0054w00000AWOdwAAH,AUM,0,0,0,0,0,USD,6306.0,MSP,0,1,End User,Customer,2/2/2022,12/23/2021,0,0013a00001ZzQI6AAN,12/4/2018,,12/4/2018,Evergreen,0,1164
1727,0013a00001ZzQI8,0013a00001ZzQI8AAN,0054w00000AWUTxAAP,AUM,0,0,0,0,0,CAD,6300.0,MSP,0,2,End User,Customer,1/19/2022,2/10/2022,0,0013a00001ZzQI8AAN,12/4/2018,10/31/2022,11/1/2019,Renewable,1,1427
1728,0013a00001ZzQIF,0013a00001ZzQIFAA3,0054w00000AWYqCAAX,AUM,0,0,0,0,0,AUD,4685.0,MSP,0,3,End User,Customer,12/2/2021,2/10/2022,0,0013a00001ZzQIFAA3,2/6/2018,9/5/2022,2/6/2018,Renewable,1,1672
1729,0013a00001ZzQIN,0013a00001ZzQINAA3,0054w00000AWYcPAAX,AUM,0,0,0,0,0,USD,4703.0,MSP,0,1,End User,Customer,2/7/2022,2/10/2022,0,0013a00001ZzQINAA3,2/12/2018,,2/12/2018,Evergreen,0,1459
1730,0013a00001ZzQIP,0013a00001ZzQIPAA3,005f100000HHihyAAD,AUM,0,0,0,0,0,AUD,4673.0,MSP,0,2,End User,Customer,12/31/2021,2/10/2022,0,0013a00001ZzQIPAA3,2/5/2018,,2/5/2018,Evergreen,0,1466
1731,0013a00001ZzQIQ,0013a00001ZzQIQAA3,0054w00000AWX26AAH,AUM,0,0,0,0,0,USD,4789.0,MSP,0,3,End User,Customer,1/19/2022,2/10/2022,0,0013a00001ZzQIQAA3,1/15/2019,,1/15/2019,Evergreen,0,1122
1732,0013a00001ZzQIa,0013a00001ZzQIaAAN,005f100000HIKqoAAH,AMA,0,0,0,0,0,USD,6543.0,MSP,0,1,End User,Customer,1/19/2022,2/10/2022,1,0013a00001ZzQIaAAN,2/12/2019,,2/12/2019,Evergreen,0,1094
1733,0013a00001ZzQIb,0013a00001ZzQIbAAN,005f100000HIKqoAAH,AMA,0,0,0,0,0,USD,6711.0,MSP,0,1,End User,Customer,1/19/2022,2/10/2022,1,0013a00001ZzQIbAAN,3/21/2019,,3/21/2019,Evergreen,0,1057
1734,0013a00001ZzQIn,0013a00001ZzQInAAN,0053a00000K45ZlAAJ,,0,0,0,0,0,EUR,886373000000000.0,MSP,0,3,End User,Customer,12/10/2021,2/9/2022,0,0013a00001ZzQInAAN,12/6/2018,,12/6/2018,Evergreen,0,1162
1735,0013a00001ZzQIr,0013a00001ZzQIrAAN,0053a00000K45ZlAAJ,,0,0,0,0,0,EUR,555117000000000.0,MSP,0,1,End User,Customer,12/10/2021,2/9/2022,0,0013a00001ZzQIrAAN,4/16/2018,,4/16/2018,Evergreen,0,1396
1736,0013a00001ZzQIt,0013a00001ZzQItAAN,0053a00000K45ZlAAJ,,0,0,0,0,0,EUR,457511000000000.0,MSP,0,2,End User,Customer,12/10/2021,2/9/2022,0,0013a00001ZzQItAAN,2/6/2018,,2/6/2018,Evergreen,0,1465
1737,0013a00001ZzQJ4,0013a00001ZzQJ4AAN,0054w00000AWKY4AAP,AUM,0,0,0,0,0,AUD,3844.0,MSP,0,2,End User,Customer,1/18/2022,1/18/2022,0,0013a00001ZzQJ4AAN,12/9/2019,12/8/2020,12/9/2020,Renewable,1,365
1738,0013a00001ZzQJ9,0013a00001ZzQJ9AAN,0054w00000AR30tAAD,AUM,0,0,0,0,0,USD,2349.0,MSP,0,6,End User,Customer,2/3/2022,2/10/2022,0,0013a00001ZzQJ9AAN,10/27/2016,12/26/2023,11/15/2021,Renewable,1,2616
1739,0013a00001ZzQJA,0013a00001ZzQJAAA3,0053a00000OcrnkAAB,AUM,0,0,0,0,0,USD,3702.0,MSP,0,1,End User,Customer,2/9/2022,2/10/2022,0,0013a00001ZzQJAAA3,6/30/2017,,6/30/2017,Evergreen,0,1686
1740,0013a00001ZzQJB,0013a00001ZzQJBAA3,0053a00000K45ZlAAJ,,0,0,0,0,0,EUR,893565000000000.0,MSP,0,2,End User,Customer,12/10/2021,2/9/2022,0,0013a00001ZzQJBAA3,12/11/2018,,12/11/2018,Evergreen,0,1157
1741,0013a00001ZzQJR,0013a00001ZzQJRAA3,0054w00000AR2AnAAL,AUM,0,0,1,1,0,USD,8439.0,MSP,0,18,End User,Customer,2/10/2022,2/10/2022,0,0013a00001ZzQJRAA3,3/5/2020,3/4/2023,3/19/2021,Renewable,1,1094
1742,0013a00001ZzQJc,0013a00001ZzQJcAAN,0054w00000AR2pRAAT,AUM,0,0,0,0,0,USD,6333.0,MSP,0,2,End User,Customer,1/19/2022,2/10/2022,0,0013a00001ZzQJcAAN,12/12/2018,10/11/2022,10/12/2021,Evergreen,0,1399
1743,0013a00001ZzQJw,0013a00001ZzQJwAAN,0054w00000AR21qAAD,AUM,0,0,0,0,0,USD,6553.0,MSP,0,4,End User,Customer,2/9/2022,2/10/2022,0,0013a00001ZzQJwAAN,2/14/2019,,2/3/2021,Evergreen,0,1092
1744,0013a00001ZzQK4,0013a00001ZzQK4AAN,0053a00000PATyDAAX,AUM,0,0,0,0,0,USD,4682.0,MSP,0,1,End User,Customer,1/19/2022,2/10/2022,0,0013a00001ZzQK4AAN,2/6/2018,,2/6/2018,Evergreen,0,1465
1745,0013a00001ZzQKH,0013a00001ZzQKHAA3,0053a00000K4glZAAR,AUM,0,0,0,0,0,USD,2895.0,MSP,0,6,End User,Customer,1/24/2022,2/10/2022,0,0013a00001ZzQKHAA3,12/16/2019,6/15/2024,6/16/2021,Renewable,1,1643
1746,0013a00001ZzQKI,0013a00001ZzQKIAA3,0053a00000NLxSqAAL,AUM,0,0,0,0,0,USD,6342.0,MSP,0,3,End User,Customer,1/26/2022,2/10/2022,0,0013a00001ZzQKIAA3,12/14/2018,12/14/2023,12/15/2020,Renewable,1,1826
1747,0013a00001ZzQKO,0013a00001ZzQKOAA3,0054w00000AR1sPAAT,AUM,0,0,0,0,0,CAD,2341.0,MSP,0,8,End User,Customer,3/8/2022,2/10/2022,0,0013a00001ZzQKOAA3,10/19/2016,12/19/2020,12/20/2020,Renewable,1,1522
1748,0013a00001ZzQKQ,0013a00001ZzQKQAA3,0053a00000Q8txVAAR,AUM,0,0,0,0,0,USD,2906.0,MSP,0,3,End User,Customer,1/19/2022,2/10/2022,0,0013a00001ZzQKQAA3,2/1/2017,12/31/2024,1/1/2022,Renewable,1,2890
1749,0013a00001ZzQKR,0013a00001ZzQKRAA3,0054w00000AR1dtAAD,AUM,0,0,0,0,0,ZAR,1153580000000000.0,MSP,0,8,End User,Customer,2/3/2022,2/9/2022,0,0013a00001ZzQKRAA3,6/12/2019,10/12/2023,8/23/2021,Renewable,1,1583
1750,0013a00001ZzQKT,0013a00001ZzQKTAA3,0054w00000AWOcAAAX,AUM,0,0,0,0,0,USD,2279.0,MSP,0,0,End User,Customer,1/19/2022,2/10/2022,0,0013a00001ZzQKTAA3,10/24/2016,,10/24/2016,Evergreen,0,1935
1751,0013a00001ZzQKY,0013a00001ZzQKYAA3,0054w00000AWM1RAAX,AUM,0,0,0,0,0,GBP,327473000000000.0,MSP,0,7,End User,Customer,1/18/2022,2/9/2022,0,0013a00001ZzQKYAA3,11/6/2017,,2/12/2021,Evergreen,0,1557
1752,0013a00001ZzQKZ,0013a00001ZzQKZAA3,0053a00000Q8TwqAAF,AUM,0,0,0,0,0,USD,1378.0,MSP,0,2,End User,Customer,1/20/2022,1/20/2022,0,0013a00001ZzQKZAA3,4/7/2016,,4/7/2016,Evergreen,0,2135
1753,0013a00001ZzQKf,0013a00001ZzQKfAAN,0054w00000AWOdwAAH,AUM,0,0,0,0,0,USD,6434.0,MSP,0,3,End User,Customer,2/9/2022,2/10/2022,0,0013a00001ZzQKfAAN,1/22/2019,3/22/2024,3/23/2021,Renewable,1,1886
1754,0013a00001ZzQKs,0013a00001ZzQKsAAN,0054w00000AWViUAAX,AUM,0,0,0,0,0,USD,4799.0,MSP,0,1,End User,Customer,2/3/2022,2/10/2022,0,0013a00001ZzQKsAAN,3/5/2018,,3/5/2018,Evergreen,0,1438
1755,0013a00001ZzQKt,0013a00001ZzQKtAAN,0054w00000AWKwaAAH,AUM,0,0,0,0,0,NZD,4878.0,MSP,0,1,End User,Customer,1/25/2022,2/10/2022,0,0013a00001ZzQKtAAN,3/27/2018,,12/17/2020,Evergreen,0,1416
1756,0013a00001ZzQKv,0013a00001ZzQKvAAN,0054w00000AR1dtAAD,AUM,0,0,0,0,0,EUR,460133000000000.0,MSP,0,4,End User,Customer,1/18/2022,2/9/2022,0,0013a00001ZzQKvAAN,2/8/2018,2/7/2024,2/8/2021,Renewable,1,2190
1757,0013a00001ZzQKw,0013a00001ZzQKwAAN,0054w00000AWWzvAAH,AUM,0,0,0,0,0,USD,4741.0,MSP,0,5,End User,Customer,2/10/2022,2/9/2022,0,0013a00001ZzQKwAAN,2/21/2018,4/30/2020,2/21/2018,Evergreen,0,799
1758,0013a00001ZzQL6,0013a00001ZzQL6AAN,0053a00000PeLNEAA3,AUM,0,0,0,0,0,CAD,1527.0,MSP,0,0,End User,Customer,1/19/2022,8/19/2021,0,0013a00001ZzQL6AAN,6/9/2016,3/31/2021,4/1/2021,Evergreen,0,1756
1759,0013a00001ZzQLW,0013a00001ZzQLWAA3,0054w00000AWUTxAAP,AUM,0,0,0,0,0,USD,6322.0,MSP,0,4,End User,Customer,1/19/2022,2/10/2022,0,0013a00001ZzQLWAA3,12/7/2018,12/5/2023,12/6/2020,Renewable,1,1824
1760,0013a00001ZzQLY,0013a00001ZzQLYAA3,0054w00000AWTxXAAX,AUM,0,0,0,0,0,USD,1434.0,MSP,0,6,End User,Customer,2/10/2022,2/10/2022,0,0013a00001ZzQLYAA3,4/21/2016,,3/9/2021,Evergreen,0,2121
1761,0013a00001ZzQLb,0013a00001ZzQLbAAN,0053a00000K4qNXAAZ,AUM,0,0,0,0,0,USD,2061.0,MSP,0,1,End User,Customer,12/17/2021,2/10/2022,0,0013a00001ZzQLbAAN,8/30/2016,,8/30/2016,Evergreen,0,1990
1762,0013a00001ZzQLc,0013a00001ZzQLcAAN,0054w00000AWec6AAD,AUM,0,0,1,1,0,USD,447.0,MSP,1,18,End User,Customer,2/10/2022,2/10/2022,0,0013a00001ZzQLcAAN,10/28/2015,9/27/2022,9/28/2021,Renewable,1,2526
1763,0013a00001ZzQLd,0013a00001ZzQLdAAN,0053a00000POk5iAAD,AUM,0,0,0,0,0,USD,5235.0,MSP,0,2,End User,Customer,1/19/2022,2/10/2022,0,0013a00001ZzQLdAAN,6/25/2018,5/24/2022,5/25/2021,Renewable,1,1429
1764,0013a00001ZzQLj,0013a00001ZzQLjAAN,0054w00000AR2rcAAD,AUM,0,0,0,0,0,USD,6426.0,MSP,0,6,End User,Customer,2/3/2022,2/10/2022,0,0013a00001ZzQLjAAN,1/18/2019,,2/17/2021,Evergreen,0,1119
1765,0013a00001ZzQLl,0013a00001ZzQLlAAN,0054w00000AWSEvAAP,AUM,0,0,0,0,0,USD,1685.0,MSP,0,5,Reseller,Customer,2/9/2022,2/10/2022,0,0013a00001ZzQLlAAN,6/20/2016,,1/29/2021,Evergreen,0,2061
1766,0013a00001ZzQM4,0013a00001ZzQM4AAN,0054w00000AWOdwAAH,AUM,0,0,0,0,0,USD,4318.0,MSP,0,1,End User,Customer,1/19/2022,2/10/2022,0,0013a00001ZzQM4AAN,11/16/2017,,11/16/2017,Evergreen,0,1547
1767,0013a00001ZzQM7,0013a00001ZzQM7AAN,0053a00000NLxSqAAL,AUM,0,0,0,0,0,USD,5685.0,MSP,0,3,End User,Customer,1/19/2022,2/10/2022,0,0013a00001ZzQM7AAN,10/3/2018,10/2/2024,10/3/2021,Renewable,1,2191
1768,0013a00001ZzQM8,0013a00001ZzQM8AAN,0054w00000AWKY4AAP,AUM,0,0,0,0,0,USD,4839.0,MSP,0,1,End User,Customer,2/1/2022,2/10/2022,0,0013a00001ZzQM8AAN,3/16/2018,7/12/2023,7/13/2020,Renewable,1,1944
1769,0013a00001ZzQM9,0013a00001ZzQM9AAN,0054w00000AR1dtAAD,AUM,0,0,0,0,0,ZAR,480025000000000.0,MSP,0,1,End User,Customer,1/26/2022,2/9/2022,0,0013a00001ZzQM9AAN,2/22/2018,,2/22/2018,Evergreen,0,1449
1770,0013a00001ZzQMG,0013a00001ZzQMGAA3,0054w00000AWSEvAAP,AUM,0,0,0,0,0,USD,4728.0,MSP,0,2,End User,Customer,1/19/2022,2/10/2022,0,0013a00001ZzQMGAA3,2/19/2018,,2/19/2018,Evergreen,0,1452
1771,0013a00001ZzQML,0013a00001ZzQMLAA3,0054w00000AWNrOAAX,AUM,0,0,0,0,0,AUD,3411.0,MSP,0,3,End User,Customer,11/26/2021,2/10/2022,0,0013a00001ZzQMLAA3,5/14/2017,3/23/2023,12/28/2020,Renewable,1,2139
1772,0013a00001ZzQMT,0013a00001ZzQMTAA3,0054w00000AWYc5AAH,AUM,0,0,0,0,0,USD,7972.0,MSP,0,1,End User,Customer,2/10/2022,2/10/2022,0,0013a00001ZzQMTAA3,11/26/2019,11/25/2022,11/26/2019,Renewable,1,1095
1773,0013a00001ZzQMX,0013a00001ZzQMXAA3,0054w00000AWVg4AAH,AUM,0,0,0,0,0,CAD,4733.0,MSP,0,1,End User,Customer,1/31/2022,2/10/2022,0,0013a00001ZzQMXAA3,2/19/2018,,2/19/2018,Evergreen,0,1452
1774,0013a00001ZzQMa,0013a00001ZzQMaAAN,0054w00000AWYcPAAX,AUM,0,0,0,0,0,USD,3952.0,MSP,0,2,End User,Customer,2/10/2022,2/10/2022,0,0013a00001ZzQMaAAN,8/25/2017,8/27/2023,9/25/2020,Renewable,1,2193
1775,0013a00001ZzQMe,0013a00001ZzQMeAAN,005j000000C0Vd6AAF,AUM,0,0,0,0,0,USD,514.0,MSP,0,2,End User,Customer,10/15/2021,12/14/2021,0,0013a00001ZzQMeAAN,7/21/2015,11/21/2020,7/21/2015,Renewable,1,1950
1776,0013a00001ZzQMl,0013a00001ZzQMlAAN,0054w00000AWJkdAAH,AUM,0,0,0,0,0,CAD,930.0,MSP,0,0,End User,Customer,1/24/2022,2/10/2022,0,0013a00001ZzQMlAAN,1/15/2016,,1/15/2016,Evergreen,0,2218
1777,0013a00001ZzQMm,0013a00001ZzQMmAAN,0054w00000AWSE7AAP,AUM,0,0,0,0,0,USD,11394.0,MSP,0,2,End User,Customer,2/7/2022,2/10/2022,0,0013a00001ZzQMmAAN,9/29/2021,9/28/2023,9/29/2021,Renewable,1,729
1778,0013a00001ZzQMy,0013a00001ZzQMyAAN,005f100000HIKqoAAH,AMA,0,0,0,0,0,USD,2168.0,MSP,1,0,End User,Customer,10/26/2021,2/10/2022,1,0013a00001ZzQMyAAN,10/21/2016,12/20/2020,12/21/2020,Evergreen,0,1521
1779,0013a00001ZzQMz,0013a00001ZzQMzAAN,0053a00000PATyDAAX,AUM,0,0,0,0,0,USD,462.0,MSP,0,0,End User,Customer,1/19/2022,2/10/2022,0,0013a00001ZzQMzAAN,6/29/2015,,6/29/2015,Evergreen,0,2418
1780,0013a00001ZzQN1,0013a00001ZzQN1AAN,005j000000DvufNAAR,AMA,0,0,0,0,0,USD,1276.0,MSP,0,9,End User,Customer,2/3/2022,2/10/2022,1,0013a00001ZzQN1AAN,3/15/2016,10/22/2022,10/23/2019,Renewable,1,2412
1781,0013a00001ZzQN9,0013a00001ZzQN9AAN,0054w00000AWOdwAAH,AUM,0,0,0,0,0,USD,5988.0,MSP,0,3,End User,Customer,1/25/2022,2/10/2022,0,0013a00001ZzQN9AAN,11/16/2018,11/16/2022,11/17/2021,Renewable,1,1461
1782,0013a00001ZzQNA,0013a00001ZzQNAAA3,0053a00000K45ZlAAJ,,0,0,0,0,0,EUR,554983000000000.0,MSP,0,3,End User,Customer,12/10/2021,2/9/2022,0,0013a00001ZzQNAAA3,4/16/2018,,4/16/2018,Evergreen,0,1396
1783,0013a00001ZzQNB,0013a00001ZzQNBAA3,0054w00000AR30tAAD,AUM,0,0,0,0,0,USD,10201.0,MSP,0,18,End User,Customer,1/19/2022,2/10/2022,0,0013a00001ZzQNBAA3,1/13/2021,1/12/2024,1/13/2021,Renewable,1,1094
1784,0013a00001ZzQNL,0013a00001ZzQNLAA3,0053a00000Q8txVAAR,AUM,0,0,0,0,0,USD,1068.0,MSP,0,6,Reseller,Customer,1/19/2022,2/10/2022,0,0013a00001ZzQNLAA3,1/26/2016,,1/26/2016,Evergreen,0,2207
1785,0013a00001ZzQNV,0013a00001ZzQNVAA3,0054w00000AR2pRAAT,AUM,0,0,0,0,0,USD,6338.0,MSP,0,1,End User,Customer,1/19/2022,2/10/2022,0,0013a00001ZzQNVAA3,12/14/2018,,12/14/2018,Evergreen,0,1154
1786,0013a00001ZzQNY,0013a00001ZzQNYAA3,0054w00000AWJkdAAH,AUM,0,0,0,0,0,USD,1789.0,MSP,0,0,End User,Customer,1/19/2022,2/10/2022,0,0013a00001ZzQNYAA3,7/19/2016,,7/19/2016,Evergreen,0,2032
1787,0013a00001ZzQNo,0013a00001ZzQNoAAN,0053a00000PejmSAAR,AUM,0,0,0,0,0,USD,3205.0,MSP,0,1,End User,Customer,1/19/2022,2/10/2022,0,0013a00001ZzQNoAAN,3/31/2017,,3/31/2017,Evergreen,0,1777
1788,0013a00001ZzQNp,0013a00001ZzQNpAAN,0054w00000AQyUzAAL,AUM,0,0,0,0,0,USD,927736000000000.0,MSP,0,3,End User,Customer,1/19/2022,2/9/2022,0,0013a00001ZzQNpAAN,1/4/2019,1/4/2024,1/5/2021,Renewable,1,1826
1789,0013a00001ZzQNy,0013a00001ZzQNyAAN,0054w00000AWTxcAAH,AUM,0,0,0,0,0,USD,8285.0,MSP,0,1,End User,Customer,1/19/2022,2/10/2022,0,0013a00001ZzQNyAAN,2/5/2020,2/4/2023,2/5/2020,Renewable,1,1095
1790,0013a00001ZzQNz,0013a00001ZzQNzAAN,0053a00000PejmSAAR,AUM,0,0,0,0,0,USD,5168.0,MSP,0,4,End User,Customer,1/19/2022,2/10/2022,0,0013a00001ZzQNzAAN,6/6/2018,11/5/2022,11/6/2020,Evergreen,0,1613
1791,0013a00001ZzQO0,0013a00001ZzQO0AAN,0053a00000PejmSAAR,AUM,0,0,0,0,0,USD,1258.0,MSP,0,1,End User,Customer,1/28/2022,2/10/2022,0,0013a00001ZzQO0AAN,3/14/2016,9/13/2022,3/14/2016,Renewable,1,2374
1792,0013a00001ZzQOC,0013a00001ZzQOCAA3,0054w00000AWX2LAAX,AUM,0,0,0,0,0,USD,8067.0,MSP,0,3,End User,Customer,2/9/2022,2/10/2022,0,0013a00001ZzQOCAA3,12/13/2019,12/12/2022,12/13/2019,Renewable,1,1095
1793,0013a00001ZzQOE,0013a00001ZzQOEAA3,0054w00000AQyUzAAL,AUM,0,0,0,0,0,ZAR,491234000000000.0,MSP,0,6,End User,Customer,1/18/2022,2/9/2022,0,0013a00001ZzQOEAA3,3/2/2018,12/21/2022,3/19/2021,Renewable,1,1755
